fill date,Site,date of deployment,date of retrieval,numDaysField,initialMass,dryMass,Source_Cond,Site_Cond,Batch,Batch1
8/12/2018,3,18/12/2018,15/1/2019,28,6.03,4.31,wet,wet,W8,D8
3/9/2018,9,6/9/2018,26/12/2018,111,6.17,4.24,dry,wet,D1,W1
3/9/2018,3,11/9/2018,2/1/2019,113,6.03,4.14,wet,wet,D1,W2
26/10/2018,405,30/10/2018,26/12/2018,57,6.14,4.4,wet,dry,W6,D6
3/9/2018,9,6/9/2018,26/12/2018,111,6.56,4.46,dry,wet,D1,W1
26/10/2018,4,5/11/2018,2/1/2019,58,6.25,4.48,wet,wet,W6,W6
8/12/2018,213,10/12/2018,10/12/2018,0,6.07,4.1,wet,dry,W8,D8
3/9/2018,4,11/9/2018,2/1/2019,113,6.03,4.07,dry,wet,D1,D1
28/9/2018,408,2/10/2018,30/10/2018,28,6.1,4.4,dry,dry,D4,W4
27/9/2018,1,9/10/2018,5/11/2018,27,6.03,4.35,wet,dry,W4,D4
17/9/2018,3,25/9/2018,20/11/2018,56,6.06,4.38,dry,wet,D3,D3
28/9/2018,1,9/10/2018,5/11/2018,27,6.03,4.36,dry,dry,D4,D4
26/10/2018,10,5/11/2018,2/1/2019,58,6.25,4.52,wet,wet,W6,W6
26/10/2018,3,5/11/2018,2/1/2019,58,6.54,4.73,wet,wet,W6,D6
12/10/2018,107,18/10/2018,18/10/2018,0,6.64,4.48,wet,dry,W5,D5
8/9/2018,10,11/9/2018,2/1/2019,113,6.06,4.08,wet,wet,D2,D1
28/10/2018,6,1/11/2018,26/12/2018,55,6.42,4.65,dry,wet,D6,W6
3/9/2018,10,11/9/2018,2/1/2019,113,6.11,4.1,wet,wet,D1,D1
14/9/2018,9,18/9/2018,15/11/2018,58,6.03,4.37,wet,wet,W3,W2
8/9/2018,4,11/9/2018,2/1/2019,113,6.13,4.1,dry,wet,D2,D1
8/12/2018,10,18/12/2018,15/1/2019,28,6,4.37,wet,wet,W8,D8
8/12/2018,1,18/12/2018,15/1/2019,28,6.01,4.38,wet,dry,W8,D8
14/9/2018,408,20/9/2018,20/9/2018,0,6.33,4.23,wet,dry,W3,W2
3/9/2018,3,11/9/2018,2/1/2019,113,6.32,4.22,dry,wet,D1,W2
17/9/2018,3,25/9/2018,20/11/2018,56,6,4.39,dry,wet,D3,D3
11/10/2018,10,23/10/2018,20/11/2018,28,6.05,4.43,dry,wet,D5,W5
28/9/2018,6,4/10/2018,1/11/2018,28,6.04,4.43,dry,wet,D4,D4
8/9/2018,10,11/9/2018,2/1/2019,113,6.03,4.01,dry,wet,D2,D1
17/9/2018,9,18/9/2018,15/11/2018,58,6.13,4.51,dry,wet,D3,W2
28/9/2018,3,9/10/2018,5/11/2018,27,6.19,4.56,dry,wet,D4,D4
12/10/2018,1,23/10/2018,20/11/2018,28,6.42,4.73,wet,dry,W5,W5
27/9/2018,213,2/10/2018,30/10/2018,28,6.08,4.48,wet,dry,W4,D4
27/9/2018,405,2/10/2018,30/10/2018,28,6.02,4.44,wet,dry,W4,W4
17/9/2018,4,25/9/2018,20/11/2018,56,6.06,4.47,dry,wet,D3,W3
17/9/2018,10,25/9/2018,20/11/2018,56,6.12,4.52,dry,wet,D3,W3
3/9/2018,10,11/9/2018,2/1/2019,113,6.01,3.97,dry,wet,D1,D1
17/9/2018,6,18/9/2018,15/11/2018,58,6.13,4.53,dry,wet,D3,D2
17/9/2018,10,25/9/2018,20/11/2018,56,6.13,4.53,dry,wet,D3,W3
12/10/2018,4,23/10/2018,20/11/2018,28,6.75,4.99,wet,wet,W5,D5
8/9/2018,3,11/9/2018,2/1/2019,113,6.11,4.03,dry,wet,D2,W2
17/9/2018,4,25/9/2018,20/11/2018,56,6.11,4.52,dry,wet,D3,W3
28/9/2018,9,4/10/2018,1/11/2018,28,6.01,4.45,dry,wet,D4,W4
3/9/2018,4,11/9/2018,2/1/2019,113,6.4,4.21,dry,wet,D1,D1
3/9/2018,10,11/9/2018,2/1/2019,113,6.12,4.02,wet,wet,D1,D1
28/9/2018,4,9/10/2018,5/11/2018,27,6.02,4.47,dry,wet,D4,W4
26/10/2018,3,5/11/2018,2/1/2019,58,6.02,4.47,wet,wet,W6,D6
8/9/2018,6,18/9/2018,10/1/2019,114,6,3.94,dry,wet,D2,D2
26/10/2018,3,5/11/2018,2/1/2019,58,6.19,4.6,wet,wet,W6,D6
8/12/2018,4,18/12/2018,15/1/2019,28,6.02,4.48,wet,wet,W8,W8
11/10/2018,3,23/10/2018,20/11/2018,28,6.06,4.51,dry,wet,D5,W5
11/10/2018,213,16/10/2018,13/11/2018,28,6.1,4.54,dry,dry,D5,W5
8/9/2018,1,11/9/2018,2/1/2019,113,6.02,3.94,dry,dry,D2,D2
28/9/2018,3,9/10/2018,5/11/2018,27,6,4.47,dry,wet,D4,D4
28/9/2018,107,4/10/2018,1/11/2018,28,6.12,4.58,dry,dry,D4,W4
17/9/2018,9,18/9/2018,15/11/2018,58,6.09,4.56,dry,wet,D3,W2
28/9/2018,9,4/10/2018,1/11/2018,28,6.09,4.56,dry,wet,D4,W4
8/9/2018,1,11/9/2018,2/1/2019,113,6.07,3.96,wet,dry,D2,D2
26/10/2018,6,1/11/2018,26/12/2018,55,6.37,4.77,wet,wet,W6,W6
28/10/2018,3,5/11/2018,2/1/2019,58,6.24,4.68,dry,wet,D6,D6
8/9/2018,3,11/9/2018,2/1/2019,113,6.33,4.11,wet,wet,D2,W2
28/9/2018,10,9/10/2018,5/11/2018,27,6,4.51,dry,wet,D4,W4
26/10/2018,4,5/11/2018,2/1/2019,58,6.3,4.74,wet,wet,W6,W6
8/12/2018,10,18/12/2018,15/1/2019,28,6.06,4.56,wet,wet,W8,D8
27/9/2018,6,4/10/2018,1/11/2018,28,6.06,4.57,wet,wet,W4,D4
8/12/2018,4,18/12/2018,15/1/2019,28,6.02,4.54,wet,wet,W8,W8
27/9/2018,6,4/10/2018,1/11/2018,28,6.04,4.56,wet,wet,W4,D4
11/10/2018,408,16/10/2018,13/11/2018,28,6.06,4.58,dry,dry,D5,W5
8/12/2018,9,13/12/2018,10/1/2019,28,6.07,4.59,wet,wet,W8,W8
26/10/2018,10,5/11/2018,2/1/2019,58,6.17,4.67,wet,wet,W6,W6
27/9/2018,408,2/10/2018,30/10/2018,28,6.14,4.65,wet,dry,W4,W4
11/10/2018,4,23/10/2018,20/11/2018,28,6.02,4.57,dry,wet,D5,D5
7/12/2018,6,13/12/2018,10/1/2019,28,6.11,4.64,dry,wet,D8,W8
3/9/2018,4,11/9/2018,2/1/2019,113,6.38,4.12,dry,wet,D1,D1
3/9/2018,3,11/9/2018,2/1/2019,113,6.77,4.33,dry,wet,D1,W2
8/12/2018,1,18/12/2018,15/1/2019,28,6,4.56,wet,dry,W8,D8
8/12/2018,6,13/12/2018,10/1/2019,28,6.01,4.57,wet,wet,W8,W8
26/10/2018,4,5/11/2018,2/1/2019,58,6.32,4.81,wet,wet,W6,W6
11/10/2018,4,23/10/2018,20/11/2018,28,6.04,4.6,dry,wet,D5,D5
3/9/2018,3,11/9/2018,2/1/2019,113,6.06,3.8,wet,wet,D1,W2
27/9/2018,408,2/10/2018,30/10/2018,28,6.01,4.58,wet,dry,W4,W4
28/10/2018,4,5/11/2018,2/1/2019,58,6.39,4.87,dry,wet,D6,W6
11/10/2018,3,23/10/2018,20/11/2018,28,6.03,4.61,dry,wet,D5,W5
28/10/2018,10,5/11/2018,2/1/2019,58,6.31,4.83,dry,wet,D6,W6
26/10/2018,10,5/11/2018,2/1/2019,58,6.44,4.93,wet,wet,W6,W6
17/9/2018,9,18/9/2018,15/11/2018,58,6.15,4.71,dry,wet,D3,W2
3/9/2018,3,11/9/2018,2/1/2019,113,6.62,4.15,dry,wet,D1,W2
28/9/2018,6,4/10/2018,1/11/2018,28,6.04,4.63,dry,wet,D4,D4
8/9/2018,4,11/9/2018,2/1/2019,113,6.76,4.21,wet,wet,D2,D1
8/9/2018,408,20/9/2018,8/1/2019,110,6.04,3.76,dry,dry,D2,W2
11/10/2018,10,23/10/2018,20/11/2018,28,6,4.61,dry,wet,D5,W5
27/9/2018,9,4/10/2018,1/11/2018,28,6.02,4.63,wet,wet,W4,W4
11/10/2018,9,18/10/2018,15/11/2018,28,6.28,4.84,dry,wet,D5,D5
3/9/2018,405,4/9/2018,26/12/2018,113,6.38,3.97,wet,dry,D1,D1
17/9/2018,9,18/9/2018,15/11/2018,58,6.17,4.76,dry,wet,D3,W2
3/9/2018,4,11/9/2018,12/2/2019,113,6.79,NA,dry,wet,D1,D1
8/9/2018,1,11/9/2018,2/1/2019,113,6.07,3.76,dry,dry,D2,D2
28/10/2018,10,5/11/2018,2/1/2019,58,6.16,4.76,dry,wet,D6,W6
3/9/2018,107,6/9/2018,26/12/2018,111,6.07,3.76,wet,dry,D1,W1
26/10/2018,9,1/11/2018,26/12/2018,55,6.05,4.69,wet,wet,W6,W6
28/10/2018,4,5/11/2018,2/1/2019,58,6.14,4.76,dry,wet,D6,W6
27/9/2018,4,9/10/2018,5/11/2018,27,6.23,4.83,wet,wet,W4,W4
28/10/2018,4,5/11/2018,2/1/2019,58,6.25,4.85,dry,wet,D6,W6
27/9/2018,10,9/10/2018,5/11/2018,27,6.12,4.75,wet,wet,W4,W4
3/9/2018,6,6/9/2018,26/12/2018,111,6.52,4.01,dry,wet,D1,D1
8/12/2018,1,18/12/2018,15/1/2019,28,6,4.67,wet,dry,W8,D8
14/9/2018,6,18/9/2018,15/11/2018,58,6.08,4.74,wet,wet,W3,D2
28/10/2018,3,5/11/2018,2/1/2019,58,6.16,4.81,dry,wet,D6,D6
28/9/2018,10,9/10/2018,5/11/2018,27,6.08,4.76,dry,wet,D4,W4
8/12/2018,408,10/12/2018,8/1/2019,29,6.06,4.76,wet,dry,W8,D8
27/9/2018,1,9/10/2018,5/11/2018,27,6.17,4.86,wet,dry,W4,D4
8/9/2018,10,11/9/2018,2/1/2019,113,6.06,3.71,dry,wet,D2,D1
27/9/2018,4,9/10/2018,5/11/2018,27,6.34,5.02,wet,wet,W4,W4
3/9/2018,6,6/9/2018,26/12/2018,111,6.33,3.83,dry,wet,D1,D1
27/9/2018,3,9/10/2018,5/11/2018,27,6.04,4.79,wet,wet,W4,D4
26/10/2018,9,1/11/2018,26/12/2018,55,6.15,4.88,wet,wet,W6,W6
26/10/2018,9,1/11/2018,26/12/2018,55,6.14,4.88,wet,wet,W6,W6
28/10/2018,10,5/11/2018,2/1/2019,58,6.2,4.94,dry,wet,D6,W6
27/9/2018,3,9/10/2018,5/11/2018,27,6.01,4.8,wet,wet,W4,D4
27/9/2018,10,9/10/2018,5/11/2018,27,6.03,4.83,wet,wet,W4,W4
28/10/2018,3,5/11/2018,2/1/2019,58,6.58,5.29,dry,wet,D6,D6
8/9/2018,3,11/9/2018,2/1/2019,113,6.02,3.62,dry,wet,D2,W2
3/9/2018,213,4/9/2018,26/12/2018,113,6.17,3.69,wet,dry,D1,W1
8/12/2018,4,18/12/2018,15/1/2019,28,6.02,4.87,wet,wet,W8,W8
28/10/2018,9,1/11/2018,26/12/2018,55,6.6,5.35,dry,wet,D6,W6
11/10/2018,6,18/10/2018,15/11/2018,28,6.2,5.04,dry,wet,D5,W5
3/9/2018,408,4/9/2018,26/12/2018,113,6.18,3.67,wet,dry,D1,W1
8/9/2018,408,20/9/2018,8/1/2019,110,6.04,3.57,wet,dry,D2,W2
3/9/2018,1,11/9/2018,2/1/2019,113,6.06,3.57,wet,dry,D1,D2
27/9/2018,9,4/10/2018,1/11/2018,28,6.07,4.95,wet,wet,W4,W4
28/10/2018,9,1/11/2018,26/12/2018,55,6.16,5.04,dry,wet,D6,W6
8/9/2018,408,20/9/2018,8/1/2019,110,6.1,3.59,wet,dry,D2,W2
28/10/2018,9,1/11/2018,26/12/2018,55,6.37,5.23,dry,wet,D6,W6
26/10/2018,6,1/11/2018,26/12/2018,55,6.33,5.2,wet,wet,W6,W6
8/9/2018,213,20/9/2018,8/1/2019,110,6.23,3.63,wet,dry,D2,W2
3/9/2018,408,4/9/2018,26/12/2018,113,6.07,3.49,dry,dry,D1,W1
3/9/2018,3,11/9/2018,2/1/2019,113,6.31,3.61,dry,wet,D1,W2
3/9/2018,6,6/9/2018,26/12/2018,111,6.06,3.35,wet,wet,D1,D1
8/9/2018,213,20/9/2018,8/1/2019,110,6.04,3.31,wet,dry,D2,W2
3/9/2018,1,11/9/2018,2/1/2019,113,6.18,3.31,wet,dry,D1,D2
8/9/2018,1,11/9/2018,2/1/2019,113,6.05,3.18,dry,dry,D2,D2
8/9/2018,213,20/9/2018,8/1/2019,110,6.05,3.13,dry,dry,D2,W2
3/9/2018,405,4/9/2018,26/12/2018,113,6.49,3.34,wet,dry,D1,D1
8/9/2018,408,20/9/2018,8/1/2019,110,6.2,3.16,wet,dry,D2,W2
3/9/2018,6,6/9/2018,26/12/2018,111,6.1,3.09,dry,wet,D1,D1
3/9/2018,213,4/9/2018,26/12/2018,113,6.66,3.37,wet,dry,D1,W1
8/9/2018,213,20/9/2018,8/1/2019,110,6.21,3.12,wet,dry,D2,W2
8/9/2018,107,18/9/2018,10/1/2019,114,6.21,3.11,wet,dry,D2,W3
8/9/2018,107,18/9/2018,10/1/2019,114,6.18,3.08,wet,dry,D2,W3
8/9/2018,405,20/9/2018,8/1/2019,110,6.16,3.04,wet,dry,D2,W3
3/9/2018,107,6/9/2018,26/12/2018,111,6.11,2.99,dry,dry,D1,W1
28/10/2018,6,1/11/2018,26/12/2018,55,6.45,5.5,dry,wet,D6,W6
8/9/2018,405,20/9/2018,8/1/2019,110,6.02,2.84,wet,dry,D2,W3
3/9/2018,213,4/9/2018,26/12/2018,113,6,2.79,wet,dry,D1,W1
8/9/2018,213,20/9/2018,8/1/2019,110,6.06,2.76,dry,dry,D2,W2
3/9/2018,213,4/9/2018,26/12/2018,113,6,2.73,dry,dry,D1,W1
3/9/2018,405,4/9/2018,26/12/2018,113,6.26,2.83,wet,dry,D1,D1
8/9/2018,408,20/9/2018,8/1/2019,110,6.3,2.81,dry,dry,D2,W2
3/9/2018,1,11/9/2018,2/1/2019,113,6.57,2.92,dry,dry,D1,D2
3/9/2018,213,4/9/2018,26/12/2018,113,6.01,2.63,wet,dry,D1,W1
8/9/2018,107,18/9/2018,10/1/2019,114,6.11,2.67,dry,dry,D2,W3
8/9/2018,107,18/9/2018,10/1/2019,114,6.28,2.69,dry,dry,D2,W3
3/9/2018,213,4/9/2018,26/12/2018,113,6.11,2.49,dry,dry,D1,W1
3/9/2018,1,11/9/2018,2/1/2019,113,6.1,2.46,wet,dry,D1,D2
3/9/2018,405,4/9/2018,26/12/2018,113,6.17,2.45,dry,dry,D1,D1
3/9/2018,1,11/9/2018,2/1/2019,113,6.14,2.43,dry,dry,D1,D2
3/9/2018,405,4/9/2018,26/12/2018,113,6.1,2.39,dry,dry,D1,D1
3/9/2018,1,11/9/2018,2/1/2019,113,6.1,2.36,wet,dry,D1,D2
8/9/2018,107,18/9/2018,10/1/2019,114,6.02,2.32,dry,dry,D2,W3
8/9/2018,107,18/9/2018,10/1/2019,114,6.28,2.41,wet,dry,D2,W3
3/9/2018,1,11/9/2018,2/1/2019,113,6.19,2.34,dry,dry,D1,D2
8/9/2018,1,11/9/2018,2/1/2019,113,6.21,2.31,wet,dry,D2,D2
3/9/2018,107,6/9/2018,26/12/2018,111,6.21,2.3,dry,dry,D1,W1
8/9/2018,405,20/9/2018,8/1/2019,110,6.39,2.36,wet,dry,D2,W3
3/9/2018,408,4/9/2018,26/12/2018,113,6.31,2.23,wet,dry,D1,W1
3/9/2018,405,4/9/2018,26/12/2018,113,6.03,2.13,dry,dry,D1,D1
8/9/2018,213,20/9/2018,8/1/2019,110,6.02,2.09,dry,dry,D2,W2
8/9/2018,405,20/9/2018,8/1/2019,110,6.05,2.09,dry,dry,D2,W3
8/9/2018,405,20/9/2018,8/1/2019,110,6.11,2.1,dry,dry,D2,W3
3/9/2018,107,6/9/2018,26/12/2018,111,6.83,2.34,dry,dry,D1,W1
8/9/2018,408,20/9/2018,8/1/2019,110,6.03,2.05,dry,dry,D2,W2
3/9/2018,405,4/9/2018,26/12/2018,113,6.16,2.07,wet,dry,D1,D1
8/9/2018,405,20/9/2018,8/1/2019,110,6.04,2.02,dry,dry,D2,W3
8/9/2018,1,11/9/2018,2/1/2019,113,6.12,2.01,wet,dry,D2,D2
3/9/2018,405,4/9/2018,26/12/2018,113,6.06,1.97,dry,dry,D1,D1
3/9/2018,1,11/9/2018,2/1/2019,113,6.06,1.9,dry,dry,D1,D2
3/9/2018,107,6/9/2018,26/12/2018,111,6.02,1.71,wet,dry,D1,W1
3/9/2018,408,4/9/2018,26/12/2018,113,6.68,1.87,dry,dry,D1,W1
3/9/2018,107,6/9/2018,26/12/2018,111,6.01,1.65,wet,dry,D1,W1
3/9/2018,408,4/9/2018,26/12/2018,113,6.64,1.8,dry,dry,D1,W1
3/9/2018,107,6/9/2018,26/12/2018,111,6.15,1.6,dry,dry,D1,W1
3/9/2018,213,4/9/2018,26/12/2018,113,6.77,1.56,dry,dry,D1,W1
3/9/2018,408,4/9/2018,26/12/2018,113,6.03,1.35,dry,dry,D1,W1
3/9/2018,213,4/9/2018,26/12/2018,113,6.03,1.31,dry,dry,D1,W1
3/9/2018,408,4/9/2018,26/12/2018,113,6.37,1.35,wet,dry,D1,W1
3/9/2018,408,4/9/2018,26/12/2018,113,6.09,0.99,wet,dry,D1,W1
3/9/2018,107,6/9/2018,26/12/2018,111,6.06,0.45,wet,dry,D1,W1
8/9/2018,4,11/9/2018,2/1/2019,113,6.08,NA,dry,wet,D2,D1
17/9/2018,3,25/9/2018,20/11/2018,56,6.07,NA,dry,wet,D3,D3
28/9/2018,4,9/10/2018,5/11/2018,27,6,NA,dry,wet,D4,W4
3/9/2018,9,6/9/2018,11/2/2020,523,6.11,3.36,wet,wet,D1,W1
12/10/2018,3,23/10/2018,20/11/2018,28,6.57,NA,wet,wet,W5,W5
8/11/2018,4,4/12/2018,4/12/2019,0,6.17,4.92,dry,wet,D7,D7
8/11/2018,3,4/12/2018,4/12/2019,0,6.31,5.26,dry,wet,D7,D7
22/11/2018,4,4/12/2018,4/12/2019,0,6.03,5.44,wet,wet,W7,D7
22/11/2018,3,4/12/2018,4/12/2019,0,6.02,5.4,wet,wet,W7,D7
8/11/2018,405,29/11/2018,29/11/2019,0,6.14,5.02,dry,dry,D7,D7
8/11/2018,107,29/11/2018,29/11/2019,0,6.37,5.19,dry,dry,D7,D7
8/11/2018,6,29/11/2018,29/11/2019,0,6.28,5.16,dry,wet,D7,D7
8/11/2018,408,29/11/2018,29/11/2019,0,6.35,5.18,dry,dry,D7,D7
22/11/2018,405,29/11/2018,29/11/2019,0,6.08,5.5,wet,dry,W7,D7
22/11/2018,107,29/11/2018,29/11/2019,0,6.02,5.43,wet,dry,W7,D7
22/11/2018,6,29/11/2018,29/11/2019,0,6.07,5.41,wet,wet,W7,D7
22/11/2018,408,29/11/2018,29/11/2019,0,6,5.39,wet,dry,W7,D7
8/11/2018,213,29/11/2018,23/7/2019,236,6.3,1.14,dry,dry,D7,D7
22/11/2018,213,29/11/2018,23/7/2019,236,6.02,2.01,wet,dry,W7,D7
8/11/2018,213,29/11/2018,23/7/2019,236,6.28,0.93,dry,dry,D7,D7
22/11/2018,213,29/11/2018,23/7/2019,236,6.01,2.47,wet,dry,W7,D7
8/11/2018,213,29/11/2018,23/7/2019,236,6.23,0.18,dry,dry,D7,D7
22/11/2018,213,29/11/2018,23/7/2019,236,6.02,1.45,wet,dry,W7,D7
8/11/2018,4,4/12/2018,30/7/2019,238,6.24,5.01,dry,wet,D7,D7
22/11/2018,4,4/12/2018,30/7/2019,238,6.02,2.94,wet,wet,W7,D7
8/11/2018,4,4/12/2018,30/7/2019,238,6.23,3.81,dry,wet,D7,D7
22/11/2018,4,4/12/2018,30/7/2019,238,6.13,3.79,wet,wet,W7,D7
8/11/2018,4,4/12/2018,30/7/2019,238,6.24,2.91,dry,wet,D7,D7
22/11/2018,4,4/12/2018,30/7/2019,238,6.02,3.07,wet,wet,W7,D7
8/11/2018,107,29/11/2018,23/7/2019,236,6.34,0.8,dry,dry,D7,D7
22/11/2018,107,29/11/2018,23/7/2019,236,6.04,1.08,wet,dry,W7,D7
8/11/2018,107,29/11/2018,23/7/2019,236,6.27,0.95,dry,dry,D7,D7
22/11/2018,107,29/11/2018,23/7/2019,236,6.05,1.42,wet,dry,W7,D7
8/11/2018,107,29/11/2018,23/7/2019,236,6.35,0.49,dry,dry,D7,D7
22/11/2018,107,29/11/2018,23/7/2019,236,6.05,0.33,wet,dry,W7,D7
8/11/2018,6,29/11/2018,23/7/2019,236,6.4,3.96,dry,wet,D7,D7
22/11/2018,6,29/11/2018,23/7/2019,236,6.03,3.53,wet,wet,W7,D7
8/11/2018,6,29/11/2018,23/7/2019,236,6.38,2.76,dry,wet,D7,D7
22/11/2018,6,29/11/2018,23/7/2019,236,6,2.83,wet,wet,W7,D7
8/11/2018,6,29/11/2018,23/7/2019,236,6.41,2.07,dry,wet,D7,D7
22/11/2018,6,29/11/2018,23/7/2019,236,6.03,1.84,wet,wet,W7,D7
8/11/2018,405,29/11/2018,30/7/2019,243,6.32,0.97,dry,dry,D7,D7
22/11/2018,405,29/11/2018,30/7/2019,243,6,0.73,wet,dry,W7,D7
8/11/2018,405,29/11/2018,30/7/2019,243,6.27,0.63,dry,dry,D7,D7
22/11/2018,405,29/11/2018,30/7/2019,243,6,1.27,wet,dry,W7,D7
8/11/2018,405,29/11/2018,30/7/2019,243,6.2,0.41,dry,dry,D7,D7
22/11/2018,405,29/11/2018,30/7/2019,243,6.06,0.62,wet,dry,W7,D7
8/11/2018,408,29/11/2018,23/7/2019,236,6.46,0.85,dry,dry,D7,D7
22/11/2018,408,29/11/2018,23/7/2019,236,6.02,1.09,wet,dry,W7,D7
8/11/2018,408,29/11/2018,23/7/2019,236,6.33,3.07,dry,dry,D7,D7
22/11/2018,408,29/11/2018,23/7/2019,236,6.05,1.25,wet,dry,W7,D7
8/11/2018,408,29/11/2018,23/7/2019,236,6.53,2.21,dry,dry,D7,D7
22/11/2018,408,29/11/2018,23/7/2019,236,6.02,1.56,wet,dry,W7,D7
8/11/2018,9,29/11/2018,23/7/2019,236,6.06,3.87,dry,wet,D7,D7
22/11/2018,9,29/11/2018,23/7/2019,236,6.1,3.42,wet,wet,W7,D7
8/11/2018,9,29/11/2018,23/7/2019,236,6.15,3.4,dry,wet,D7,D7
22/11/2018,9,29/11/2018,23/7/2019,236,6.17,3.5,wet,wet,W7,D7
8/11/2018,9,29/11/2018,23/7/2019,236,6.23,3.42,dry,wet,D7,D7
22/11/2018,9,29/11/2018,23/7/2019,236,6.01,3.57,wet,wet,W7,D7
8/11/2018,10,4/12/2018,30/7/2019,238,6.26,3.91,dry,wet,D7,D7
22/11/2018,10,4/12/2018,30/7/2019,238,6.1,2.73,wet,wet,W7,D7
8/11/2018,10,4/12/2018,30/7/2019,238,6.17,3.11,dry,wet,D7,D7
22/11/2018,10,4/12/2018,30/7/2019,238,6.06,2.83,wet,wet,W7,D7
8/11/2018,10,4/12/2018,30/7/2019,238,6.28,3.44,dry,wet,D7,D7
22/11/2018,10,4/12/2018,30/7/2019,238,6.04,2.08,wet,wet,W7,D7
8/11/2018,3,4/12/2018,30/7/2019,238,6.25,3.25,dry,wet,D7,D7
22/11/2018,3,4/12/2018,30/7/2019,238,6.07,2.24,wet,wet,W7,D7
8/11/2018,3,4/12/2018,30/7/2019,238,6.36,2.7,dry,wet,D7,D7
22/11/2018,3,4/12/2018,30/7/2019,238,6.06,2.73,wet,wet,W7,D7
8/11/2018,3,4/12/2018,30/7/2019,238,6.17,2.6,dry,wet,D7,D7
22/11/2018,3,4/12/2018,30/7/2019,238,6.01,1.95,wet,wet,W7,D7
8/11/2018,1,4/12/2018,30/7/2019,238,6.52,1.81,dry,dry,D7,D7
22/11/2018,1,4/12/2018,30/7/2019,238,6,0.98,wet,dry,W7,D7
8/11/2018,1,4/12/2018,30/7/2019,238,6.09,1.84,dry,dry,D7,D7
22/11/2018,1,4/12/2018,30/7/2019,238,6.06,0.4,wet,dry,W7,D7
8/11/2018,1,4/12/2018,30/7/2019,238,6.78,0.82,dry,dry,D7,D7
22/11/2018,1,4/12/2018,30/7/2019,238,6.01,0.82,wet,dry,W7,D7
28/9/2018,4,9/10/2018,3/6/2019,237,6.25,3.58,dry,wet,D4,W4
27/9/2018,4,9/10/2018,3/6/2019,237,6.04,4.26,wet,wet,W4,W4
28/9/2018,405,2/10/2018,3/6/2019,244,6.02,0.82,dry,dry,D4,W4
27/9/2018,405,2/10/2018,3/6/2019,244,6.13,0.71,wet,dry,W4,W4
28/9/2018,10,9/10/2018,3/6/2019,237,6.01,3.61,dry,wet,D4,W4
27/9/2018,10,9/10/2018,3/6/2019,237,6.05,3.63,wet,wet,W4,W4
28/9/2018,3,9/10/2018,3/6/2019,237,6.12,3.05,dry,wet,D4,D4
27/9/2018,3,9/10/2018,3/6/2019,237,6.02,3.93,wet,wet,W4,D4
28/9/2018,1,9/10/2018,3/6/2019,237,6,1.96,dry,dry,D4,D4
27/9/2018,1,9/10/2018,3/6/2019,237,6.04,0.91,wet,dry,W4,D4
11/10/2018,107,18/10/2018,11/6/2019,236,6.06,NA,dry,dry,D5,D5
12/10/2018,10,23/10/2018,3/3/2020,497,6.65,1.55,wet,wet,W5,W5
28/9/2018,213,2/10/2018,11/6/2019,252,6.03,1.33,dry,dry,D4,D4
28/9/2018,9,4/10/2018,11/6/2019,250,6.08,3.47,dry,wet,D4,W4
28/9/2018,408,2/10/2018,11/6/2019,252,6.46,1.31,dry,dry,D4,W4
28/9/2018,6,4/10/2018,11/6/2019,250,6.12,2.62,dry,wet,D4,D4
11/10/2018,1,23/10/2018,18/6/2019,238,6.1,1.67,dry,dry,D5,W5
12/10/2018,1,23/10/2018,18/6/2019,238,6.84,0.86,wet,dry,W5,W5
28/9/2018,107,4/10/2018,11/6/2019,250,6.03,1.11,dry,dry,D4,W4
11/10/2018,213,16/10/2018,11/6/2019,238,6.1,1.28,dry,dry,D5,W5
11/10/2018,6,18/10/2018,11/6/2019,236,6.08,2.78,dry,wet,D5,W5
11/10/2018,9,18/10/2018,11/6/2019,236,6.05,4.01,dry,wet,D5,D5
11/10/2018,408,16/10/2018,11/6/2019,238,6.13,1.94,dry,dry,D5,W5
27/9/2018,107,4/10/2018,11/6/2019,250,6.3,2.4,wet,dry,W4,W4
27/9/2018,213,2/10/2018,11/6/2019,252,6.05,0.43,wet,dry,W4,D4
11/10/2018,3,23/10/2018,18/6/2019,238,6.09,2.71,dry,wet,D5,W5
12/10/2018,3,23/10/2018,18/6/2019,238,6.2,3.53,wet,wet,W5,W5
27/9/2018,408,2/10/2018,11/6/2019,252,6.15,1.04,wet,dry,W4,W4
27/9/2018,6,4/10/2018,11/6/2019,250,6.02,3.13,wet,wet,W4,D4
27/9/2018,9,4/10/2018,11/6/2019,250,6.18,3.71,wet,wet,W4,W4
12/10/2018,9,18/10/2018,11/6/2019,236,6.53,3.59,wet,wet,W5,D5
12/10/2018,408,16/10/2018,11/6/2019,238,6.7,1.2,wet,dry,W5,W5
12/10/2018,213,16/10/2018,11/6/2019,238,6.52,1.27,wet,dry,W5,W5
12/10/2018,6,18/10/2018,11/6/2019,236,6.79,2.93,wet,wet,W5,W5
12/10/2018,107,18/10/2018,11/6/2019,236,6.73,0.46,wet,dry,W5,D5
11/10/2018,4,23/10/2018,18/6/2019,238,6,4.35,dry,wet,D5,D5
12/10/2018,4,23/10/2018,18/6/2019,238,6.62,3.66,wet,wet,W5,D5
