fill date,bagNum,Site,TrapNum,date of deployment,date of retrieval,numDaysField,TimeFrame,Batch,initialMass,dryMass,propRemain,propReduced,weighed,Source_Cond,Site_Cond,Richness,Ratio
11/10/2018,1,4,12,23/10/2018,20/11/2018,28,1,D5,6.02,4.57,0.759136213,0.240863787,29/12/2018,dry,wet,18,31.353
7/12/2018,36,6,17,13/12/2018,10/1/2019,28,1,D8,6.11,4.64,0.759410802,0.240589198,8/2/2019,dry,wet,14,32.99
3/9/2018,1,4,10,11/9/2018,2/1/2019,113,4,D1,6.38,4.12,0.645768025,0.354231975,26/1/2019,dry,wet,12,34.166
3/9/2018,34,3,39,11/9/2018,2/1/2019,113,4,D1,6.77,4.33,0.639586411,0.360413589,29/1/2019,dry,wet,12,34.166
8/12/2018,23,1,44,18/12/2018,15/1/2019,28,1,W8,6,4.56,0.76,0.24,19/2/2019,wet,dry,,44.619
8/12/2018,15,6,17,13/12/2018,10/1/2019,28,1,W8,6.01,4.57,0.760399334,0.239600666,8/2/2019,wet,wet,,44.619
26/10/2018,19,4,9,5/11/2018,2/1/2019,58,2,W6,6.32,4.81,0.761075949,0.238924051,26/1/2019,wet,wet,10,45.086
11/10/2018,11,4,11,23/10/2018,20/11/2018,28,1,D5,6.04,4.6,0.761589404,0.238410596,29/12/2018,dry,wet,18,31.353
3/9/2018,17,3,40,11/9/2018,2/1/2019,113,4,W1,6.06,3.8,0.627062706,0.372937294,29/1/2019,wet,wet,9,47.11
27/9/2018,19,408,26,2/10/2018,30/10/2018,28,1,W4,6.01,4.58,0.762063228,0.237936772,9/11/2018,wet,dry,12,49.459
28/10/2018,9,4,11,5/11/2018,2/1/2019,58,2,D6,6.39,4.87,0.762128326,0.237871674,26/1/2019,dry,wet,7,37.248
11/10/2018,27,3,39,23/10/2018,20/11/2018,28,1,D5,6.03,4.61,0.764510779,0.235489221,29/12/2018,dry,wet,18,31.353
28/10/2018,23,10,35,5/11/2018,2/1/2019,58,2,D6,6.31,4.83,0.765451664,0.234548336,24/1/2019,dry,wet,7,37.248
26/10/2018,29,10,35,5/11/2018,2/1/2019,58,2,W6,6.44,4.93,0.76552795,0.23447205,24/1/2019,wet,wet,10,45.086
17/9/2018,2,9,31,18/9/2018,15/11/2018,58,2,D3,6.15,4.71,0.765853659,0.234146341,21/12/2018,dry,wet,21,31.781
3/9/2018,44,3,38,11/9/2018,2/1/2019,113,4,D1,6.62,4.15,0.626888218,0.373111782,29/1/2019,dry,wet,12,34.166
28/9/2018,16,6,20,4/10/2018,1/11/2018,28,1,D4,6.04,4.63,0.766556291,0.233443709,9/11/2018,dry,wet,18,34.469
8/9/2018,26,4,11,11/9/2018,2/1/2019,113,4,W2,6.76,4.21,0.622781065,0.377218935,26/1/2019,wet,wet,7,47.505
8/9/2018,13,408,25,20/9/2018,8/1/2019,110,4,D2,6.04,3.76,0.622516556,0.377483444,8/2/2019,dry,dry,11,34.786
11/10/2018,35,10,36,23/10/2018,20/11/2018,28,1,D5,6,4.61,0.768333333,0.231666667,28/12/2018,dry,wet,18,31.353
27/9/2018,17,9,31,4/10/2018,1/11/2018,28,1,W4,6.02,4.63,0.76910299,0.23089701,9/11/2018,wet,wet,12,49.459
11/10/2018,36,9,30,18/10/2018,15/11/2018,28,1,D5,6.28,4.84,0.770700637,0.229299363,21/12/2018,dry,wet,18,31.353
3/9/2018,42,405,22,4/9/2018,26/12/2018,113,4,W1,6.38,3.97,0.622257053,0.377742947,8/1/2019,wet,dry,9,47.11
17/9/2018,39,9,32,18/9/2018,15/11/2018,58,2,D3,6.17,4.76,0.771474878,0.228525122,21/12/2018,dry,wet,21,31.781
3/9/2018,33,4,9,11/9/2018,12/2/2019,113,4,D1,6.79,NA,0.620029455,0.379970545,19/2/2019,dry,wet,12,34.166
8/9/2018,26,1,41,11/9/2018,2/1/2019,113,4,D2,6.07,3.76,0.619439868,0.380560132,30/1/2019,dry,dry,11,34.786
28/10/2018,2,10,34,5/11/2018,2/1/2019,58,2,D6,6.16,4.76,0.772727273,0.227272727,24/1/2019,dry,wet,7,37.248
3/9/2018,45,107,16,6/9/2018,26/12/2018,111,4,W1,6.07,3.76,0.619439868,0.380560132,17/1/2019,wet,dry,9,47.11
26/10/2018,3,9,30,1/11/2018,26/12/2018,55,2,W6,6.05,4.69,0.775206612,0.224793388,15/1/2019,wet,wet,10,45.086
28/10/2018,3,4,9,5/11/2018,2/1/2019,58,2,D6,6.14,4.76,0.7752443,0.2247557,26/1/2019,dry,wet,7,37.248
27/9/2018,27,4,10,9/10/2018,5/11/2018,27,1,W4,6.23,4.83,0.775280899,0.224719101,16/11/2018,wet,wet,12,49.459
28/10/2018,20,4,10,5/11/2018,2/1/2019,58,2,D6,6.25,4.85,0.776,0.224,26/1/2019,dry,wet,7,37.248
27/9/2018,35,10,33,9/10/2018,5/11/2018,27,1,W4,6.12,4.75,0.776143791,0.223856209,16/11/2018,wet,wet,12,49.459
3/9/2018,25,6,20,6/9/2018,26/12/2018,111,4,D1,6.52,4.01,0.615030675,0.384969325,8/1/2019,dry,wet,12,34.166
8/12/2018,9,1,41,18/12/2018,15/1/2019,28,1,W8,6,4.67,0.778333333,0.221666667,19/2/2019,wet,dry,,44.619
14/9/2018,25,6,18,18/9/2018,15/11/2018,58,2,W3,6.08,4.74,0.779605263,0.220394737,8/12/2018,wet,wet,7,45.612
28/10/2018,18,3,40,5/11/2018,2/1/2019,58,2,D6,6.16,4.81,0.780844156,0.219155844,29/1/2019,dry,wet,7,37.248
28/9/2018,23,10,33,9/10/2018,5/11/2018,27,1,D4,6.08,4.76,0.782894737,0.217105263,16/11/2018,dry,wet,18,34.469
8/12/2018,31,408,27,10/12/2018,8/1/2019,29,1,W8,6.06,4.76,0.785478548,0.214521452,8/2/2019,wet,dry,,44.619
27/9/2018,28,1,43,9/10/2018,5/11/2018,27,1,W4,6.17,4.86,0.787682334,0.212317666,16/11/2018,wet,dry,12,49.459
8/9/2018,7,10,35,11/9/2018,2/1/2019,113,4,D2,6.06,3.71,0.612211221,0.387788779,24/1/2019,dry,wet,11,34.786
27/9/2018,8,4,9,9/10/2018,5/11/2018,27,1,W4,6.34,5.02,0.791798107,0.208201893,16/11/2018,wet,wet,12,49.459
3/9/2018,31,6,17,6/9/2018,26/12/2018,111,4,D1,6.33,3.83,0.605055292,0.394944708,8/1/2019,dry,wet,12,34.166
27/9/2018,16,3,38,9/10/2018,5/11/2018,27,1,W4,6.04,4.79,0.793046358,0.206953642,16/11/2018,wet,wet,12,49.459
26/10/2018,31,9,31,1/11/2018,26/12/2018,55,2,W6,6.15,4.88,0.793495935,0.206504065,15/1/2019,wet,wet,10,45.086
26/10/2018,16,9,32,1/11/2018,26/12/2018,55,2,W6,6.14,4.88,0.794788274,0.205211726,15/1/2019,wet,wet,10,45.086
28/10/2018,5,10,36,5/11/2018,2/1/2019,58,2,D6,6.2,4.94,0.796774194,0.203225806,24/1/2019,dry,wet,7,37.248
27/9/2018,2,3,37,9/10/2018,5/11/2018,27,1,W4,6.01,4.8,0.798668885,0.201331115,16/11/2018,wet,wet,12,49.459
27/9/2018,31,10,35,9/10/2018,5/11/2018,27,1,W4,6.03,4.83,0.800995025,0.199004975,16/11/2018,wet,wet,12,49.459
28/10/2018,32,3,37,5/11/2018,2/1/2019,58,2,D6,6.58,5.29,0.803951368,0.196048632,29/1/2019,dry,wet,7,37.248
8/9/2018,18,3,38,11/9/2018,2/1/2019,113,4,D2,6.02,3.62,0.601328904,0.398671096,29/1/2019,dry,wet,11,34.786
3/9/2018,41,213,1,4/9/2018,26/12/2018,113,4,W1,6.17,3.69,0.598055105,0.401944895,15/1/2019,wet,dry,9,47.11
8/12/2018,21,4,12,18/12/2018,15/1/2019,28,1,W8,6.02,4.87,0.8089701,0.1910299,19/2/2019,wet,wet,,44.619
28/10/2018,33,9,31,1/11/2018,26/12/2018,55,2,D6,6.6,5.35,0.810606061,0.189393939,15/1/2019,dry,wet,7,37.248
11/10/2018,5,6,18,18/10/2018,15/11/2018,28,1,D5,6.2,5.04,0.812903226,0.187096774,8/12/2018,dry,wet,18,31.353
3/9/2018,28,408,25,4/9/2018,26/12/2018,113,4,W1,6.18,3.67,0.593851133,0.406148867,8/1/2019,wet,dry,9,47.11
8/9/2018,12,408,25,20/9/2018,8/1/2019,110,4,W2,6.04,3.57,0.591059603,0.408940397,8/2/2019,wet,dry,7,47.505
3/9/2018,38,1,43,11/9/2018,2/1/2019,113,4,W1,6.06,3.57,0.589108911,0.410891089,30/1/2019,wet,dry,9,47.11
27/9/2018,9,9,32,4/10/2018,1/11/2018,28,1,W4,6.07,4.95,0.815485997,0.184514003,9/11/2018,wet,wet,12,49.459
28/10/2018,27,9,32,1/11/2018,26/12/2018,55,2,D6,6.16,5.04,0.818181818,0.181818182,15/1/2019,dry,wet,7,37.248
8/9/2018,29,408,27,20/9/2018,8/1/2019,110,4,W2,6.1,3.59,0.58852459,0.41147541,8/2/2019,wet,dry,7,47.505
28/10/2018,28,9,30,1/11/2018,26/12/2018,55,2,D6,6.37,5.23,0.821036107,0.178963893,15/1/2019,dry,wet,7,37.248
26/10/2018,30,6,18,1/11/2018,26/12/2018,55,2,W6,6.33,5.2,0.821484992,0.178515008,8/1/2019,wet,wet,10,45.086
8/9/2018,24,213,3,20/9/2018,8/1/2019,110,4,W2,6.23,3.63,0.582664526,0.417335474,8/2/2019,wet,dry,7,47.505
3/9/2018,24,408,25,4/9/2018,26/12/2018,113,4,D1,6.07,3.49,0.574958814,0.425041186,8/1/2019,dry,dry,12,34.166
3/9/2018,30,3,37,11/9/2018,2/1/2019,113,4,D1,6.31,3.61,0.572107765,0.427892235,29/1/2019,dry,wet,12,34.166
3/9/2018,37,6,20,6/9/2018,26/12/2018,111,4,W1,6.06,3.35,0.552805281,0.447194719,8/1/2019,wet,wet,9,47.11
8/9/2018,9,213,1,20/9/2018,8/1/2019,110,4,W2,6.04,3.31,0.548013245,0.451986755,8/2/2019,wet,dry,7,47.505
3/9/2018,7,1,41,11/9/2018,2/1/2019,113,4,W1,6.18,3.31,0.535598706,0.464401294,30/1/2019,wet,dry,9,47.11
8/9/2018,3,1,43,11/9/2018,2/1/2019,113,4,D2,6.05,3.18,0.525619835,0.474380165,30/1/2019,dry,dry,11,34.786
8/9/2018,15,213,1,20/9/2018,8/1/2019,110,4,D2,6.05,3.13,0.517355372,0.482644628,8/2/2019,dry,dry,11,34.786
3/9/2018,12,405,21,4/9/2018,26/12/2018,113,4,W1,6.49,3.34,0.514637904,0.485362096,8/1/2019,wet,dry,9,47.11
8/9/2018,1,408,26,20/9/2018,8/1/2019,110,4,W2,6.2,3.16,0.509677419,0.490322581,8/2/2019,wet,dry,7,47.505
3/9/2018,22,6,19,6/9/2018,26/12/2018,111,4,D1,6.1,3.09,0.506557377,0.493442623,8/1/2019,dry,wet,12,34.166
3/9/2018,27,213,3,4/9/2018,26/12/2018,113,4,W1,6.66,3.37,0.506006006,0.493993994,15/1/2019,wet,dry,9,47.11
8/9/2018,5,213,2,20/9/2018,8/1/2019,110,4,W2,6.21,3.12,0.502415459,0.497584541,8/2/2019,wet,dry,7,47.505
8/9/2018,36,107,13,18/9/2018,10/1/2019,114,4,W2,6.21,3.11,0.500805153,0.499194847,8/2/2019,wet,dry,7,47.505
8/9/2018,20,107,14,18/9/2018,10/1/2019,114,4,W2,6.18,3.08,0.498381877,0.501618123,8/2/2019,wet,dry,7,47.505
8/9/2018,2,405,22,20/9/2018,8/1/2019,110,4,W2,6.16,3.04,0.493506494,0.506493506,4/2/2019,wet,dry,7,47.505
3/9/2018,8,107,14,6/9/2018,26/12/2018,111,4,D1,6.11,2.99,0.489361702,0.510638298,17/1/2019,dry,dry,12,34.166
28/10/2018,30,6,18,1/11/2018,26/12/2018,55,2,D6,6.45,5.5,0.852713178,0.147286822,8/1/2019,dry,wet,7,37.248
8/9/2018,3,405,21,20/9/2018,8/1/2019,110,4,W2,6.02,2.84,0.471760797,0.528239203,4/2/2019,wet,dry,7,47.505
3/9/2018,2,213,4,4/9/2018,26/12/2018,113,4,W1,6,2.79,0.465,0.535,15/1/2019,wet,dry,9,47.11
8/9/2018,2,213,2,20/9/2018,8/1/2019,110,4,D2,6.06,2.76,0.455445545,0.544554455,8/2/2019,dry,dry,11,34.786
3/9/2018,16,213,2,4/9/2018,26/12/2018,113,4,D1,6,2.73,0.455,0.545,15/1/2019,dry,dry,12,34.166
3/9/2018,40,405,24,4/9/2018,26/12/2018,113,4,W1,6.26,2.83,0.452076677,0.547923323,8/1/2019,wet,dry,9,47.11
8/9/2018,30,408,27,20/9/2018,8/1/2019,110,4,D2,6.3,2.81,0.446031746,0.553968254,8/2/2019,dry,dry,11,34.786
3/9/2018,7,1,41,11/9/2018,2/1/2019,113,4,D1,6.57,2.92,0.444444444,0.555555556,30/1/2019,dry,dry,12,34.166
3/9/2018,39,213,2,4/9/2018,26/12/2018,113,4,W1,6.01,2.63,0.437603993,0.562396007,15/1/2019,wet,dry,9,47.11
8/9/2018,31,107,13,18/9/2018,10/1/2019,114,4,D2,6.11,2.67,0.436988543,0.563011457,8/2/2019,dry,dry,11,34.786
8/9/2018,35,107,16,18/9/2018,10/1/2019,114,4,D2,6.28,2.69,0.428343949,0.571656051,8/2/2019,dry,dry,11,34.786
3/9/2018,23,213,1,4/9/2018,26/12/2018,113,4,D1,6.11,2.49,0.407528642,0.592471358,15/1/2019,dry,dry,12,34.166
3/9/2018,31,1,42,11/9/2018,2/1/2019,113,4,W1,6.1,2.46,0.403278689,0.596721311,30/1/2019,wet,dry,9,47.11
3/9/2018,36,405,22,4/9/2018,26/12/2018,113,4,D1,6.17,2.45,0.397082658,0.602917342,8/1/2019,dry,dry,12,34.166
3/9/2018,14,1,44,11/9/2018,2/1/2019,113,4,D1,6.14,2.43,0.395765472,0.604234528,30/1/2019,dry,dry,12,34.166
3/9/2018,37,405,24,4/9/2018,26/12/2018,113,4,D1,6.1,2.39,0.391803279,0.608196721,8/1/2019,dry,dry,12,34.166
3/9/2018,21,1,44,11/9/2018,2/1/2019,113,4,W1,6.1,2.36,0.386885246,0.613114754,30/1/2019,wet,dry,9,47.11
8/9/2018,23,107,14,18/9/2018,10/1/2019,114,4,D2,6.02,2.32,0.38538206,0.61461794,8/2/2019,dry,dry,11,34.786
8/9/2018,15,107,16,18/9/2018,10/1/2019,114,4,W2,6.28,2.41,0.383757962,0.616242038,8/2/2019,wet,dry,7,47.505
3/9/2018,13,1,43,11/9/2018,2/1/2019,113,4,D1,6.19,2.34,0.378029079,0.621970921,30/1/2019,dry,dry,12,34.166
8/9/2018,11,1,43,11/9/2018,2/1/2019,113,4,W2,6.21,2.31,0.371980676,0.628019324,30/1/2019,wet,dry,7,47.505
3/9/2018,45,107,15,6/9/2018,26/12/2018,111,4,D1,6.21,2.3,0.37037037,0.62962963,17/1/2019,dry,dry,12,34.166
8/9/2018,6,405,23,20/9/2018,8/1/2019,110,4,W2,6.39,2.36,0.369327074,0.630672926,4/2/2019,wet,dry,7,47.505
3/9/2018,19,408,26,4/9/2018,26/12/2018,113,4,W1,6.31,2.23,0.35340729,0.64659271,8/1/2019,wet,dry,9,47.11
3/9/2018,20,405,21,4/9/2018,26/12/2018,113,4,D1,6.03,2.13,0.353233831,0.646766169,8/1/2019,dry,dry,12,34.166
8/9/2018,11,213,3,20/9/2018,8/1/2019,110,4,D2,6.02,2.09,0.34717608,0.65282392,8/2/2019,dry,dry,11,34.786
8/9/2018,32,405,23,20/9/2018,8/1/2019,110,4,D2,6.05,2.09,0.345454545,0.654545455,4/2/2019,dry,dry,11,34.786
8/9/2018,34,405,22,20/9/2018,8/1/2019,110,4,D2,6.11,2.1,0.343698854,0.656301146,4/2/2019,dry,dry,11,34.786
3/9/2018,28,107,16,6/9/2018,26/12/2018,111,4,D1,6.83,2.34,0.342606149,0.657393851,17/1/2019,dry,dry,12,34.166
8/9/2018,16,408,26,20/9/2018,8/1/2019,110,4,D2,6.03,2.05,0.339966833,0.660033167,8/2/2019,dry,dry,11,34.786
3/9/2018,33,405,23,4/9/2018,26/12/2018,113,4,W1,6.16,2.07,0.336038961,0.663961039,8/1/2019,wet,dry,9,47.11
8/9/2018,12,405,21,20/9/2018,8/1/2019,110,4,D2,6.04,2.02,0.334437086,0.665562914,4/2/2019,dry,dry,11,34.786
8/9/2018,13,1,42,11/9/2018,2/1/2019,113,4,W2,6.12,2.01,0.328431373,0.671568627,30/1/2019,wet,dry,7,47.505
3/9/2018,19,405,23,4/9/2018,26/12/2018,113,4,D1,6.06,1.97,0.325082508,0.674917492,8/1/2019,dry,dry,12,34.166
3/9/2018,35,1,42,11/9/2018,2/1/2019,113,4,D1,6.06,1.9,0.313531353,0.686468647,30/1/2019,dry,dry,12,34.166
3/9/2018,36,107,14,6/9/2018,26/12/2018,111,4,W1,6.02,1.71,0.284053156,0.715946844,17/1/2019,wet,dry,9,47.11
3/9/2018,38,408,27,4/9/2018,26/12/2018,113,4,D1,6.68,1.87,0.27994012,0.72005988,8/1/2019,dry,dry,12,34.166
3/9/2018,18,107,13,6/9/2018,26/12/2018,111,4,W1,6.01,1.65,0.274542429,0.725457571,17/1/2019,wet,dry,9,47.11
3/9/2018,43,408,28,4/9/2018,26/12/2018,113,4,D1,6.64,1.8,0.271084337,0.728915663,8/1/2019,dry,dry,12,34.166
3/9/2018,2,107,13,6/9/2018,26/12/2018,111,4,D1,6.15,1.6,0.260162602,0.739837398,17/1/2019,dry,dry,12,34.166
3/9/2018,4,213,3,4/9/2018,26/12/2018,113,4,D1,6.77,1.56,0.23042836,0.76957164,15/1/2019,dry,dry,12,34.166
3/9/2018,40,408,26,4/9/2018,26/12/2018,113,4,D1,6.03,1.35,0.223880597,0.776119403,8/1/2019,dry,dry,12,34.166
3/9/2018,39,213,4,4/9/2018,26/12/2018,113,4,D1,6.03,1.31,0.217247098,0.782752902,15/1/2019,dry,dry,12,34.166
3/9/2018,5,408,28,4/9/2018,26/12/2018,113,4,W1,6.37,1.35,0.211930926,0.788069074,8/1/2019,wet,dry,9,47.11
3/9/2018,8,408,27,4/9/2018,26/12/2018,113,4,W1,6.09,0.99,0.162561576,0.837438424,8/1/2019,wet,dry,9,47.11
3/9/2018,23,107,15,6/9/2018,26/12/2018,111,4,W1,6.06,0.45,0.074257426,0.925742574,17/1/2019,wet,dry,9,47.11
8/9/2018,1,4,9,11/9/2018,2/1/2019,113,4,D2,6.08,NA,NA,,,dry,wet,11,34.786
17/9/2018,23,3,39,25/9/2018,20/11/2018,56,2,D3,6.07,NA,NA,,,dry,wet,21,31.781
28/9/2018,1,4,9,9/10/2018,5/11/2018,27,1,D4,6,NA,NA,,,dry,wet,18,34.469
3/9/2018,14,9,30,6/9/2018,11/2/2020,523,4,W1,6.11,3.36,0.549918167,0.450081833,12/3/2020,wet,wet,9,47.11
12/10/2018,14,3,40,23/10/2018,20/11/2018,28,1,W5,6.57,NA,NA,,,wet,wet,3,44.42
8/11/2019,3,4,c1,4/12/2019,4/12/2019,0,0,D7,6.17,4.92,0.797406807,0.202593193,17/12/2019,dry,wet,,
8/11/2019,19,3,c2,4/12/2019,4/12/2019,0,0,D7,6.31,5.26,0.833597464,0.166402536,17/12/2019,dry,wet,,
22/11/2019,7,4,c1,4/12/2019,4/12/2019,0,0,W7,6.03,5.44,0.902155887,0.097844113,17/12/2019,wet,wet,,
22/11/2019,9,3,c2,4/12/2019,4/12/2019,0,0,W7,6.02,5.4,0.897009967,0.102990033,17/12/2019,wet,wet,,
8/11/2019,2,405,a1,29/11/2019,29/11/2019,0,0,D7,6.14,5.02,0.817589577,0.182410423,8/12/2019,dry,dry,,
8/11/2019,7,107,b1,29/11/2019,29/11/2019,0,0,D7,6.37,5.19,0.814756672,0.185243328,8/12/2019,dry,dry,,
8/11/2019,13,6,b2,29/11/2019,29/11/2019,0,0,D7,6.28,5.16,0.821656051,0.178343949,8/12/2019,dry,wet,,
8/11/2019,23,408,a2,29/11/2019,29/11/2019,0,0,D7,6.35,5.18,0.815748031,0.184251969,8/12/2019,dry,dry,,
22/11/2019,2,405,a1,29/11/2019,29/11/2019,0,0,W7,6.08,5.5,0.904605263,0.095394737,8/12/2019,wet,dry,,
22/11/2019,5,107,b1,29/11/2019,29/11/2019,0,0,W7,6.02,5.43,0.901993355,0.098006645,8/12/2019,wet,dry,,
22/11/2019,15,6,b2,29/11/2019,29/11/2019,0,0,W7,6.07,5.41,0.891268534,0.108731466,8/12/2019,wet,wet,,
22/11/2019,18,408,a2,29/11/2019,29/11/2019,0,0,W7,6,5.39,0.898333333,0.101666667,8/12/2019,wet,dry,,
8/11/2019,30,213,1,29/11/2019,23/7/2019,236,8,D7,6.3,1.14,0.180952381,0.819047619,11/9/2019,dry,dry,,
22/11/2019,8,213,1,29/11/2019,23/7/2019,236,8,W7,6.02,2.01,0.333887043,0.666112957,11/9/2019,wet,dry,,
8/11/2019,28,213,3,29/11/2019,23/7/2019,236,8,D7,6.28,0.93,0.148089172,0.851910828,11/9/2019,dry,dry,,
22/11/2019,17,213,3,29/11/2019,23/7/2019,236,8,W7,6.01,2.47,0.410981697,0.589018303,11/9/2019,wet,dry,,
8/11/2019,4,213,2,29/11/2019,23/7/2019,236,8,D7,6.23,0.18,0.028892456,0.971107544,11/9/2019,dry,dry,,
22/11/2019,6,213,2,29/11/2019,23/7/2019,236,8,W7,6.02,1.45,0.240863787,0.759136213,11/9/2019,wet,dry,,
8/11/2019,21,4,9,4/12/2019,30/7/2019,238,8,D7,6.24,5.01,0.802884615,0.197115385,11/9/2019,dry,wet,,
22/11/2019,20,4,9,4/12/2019,30/7/2019,238,8,W7,6.02,2.94,0.488372093,0.511627907,11/9/2019,wet,wet,,
8/11/2019,26,4,10,4/12/2019,30/7/2019,238,8,D7,6.23,3.81,0.611556982,0.388443018,11/9/2019,dry,wet,,
22/11/2019,35,4,10,4/12/2019,30/7/2019,238,8,W7,6.13,3.79,0.618270799,0.381729201,11/9/2019,wet,wet,,
8/11/2019,31,4,12,4/12/2019,30/7/2019,238,8,D7,6.24,2.91,0.466346154,0.533653846,11/9/2019,dry,wet,,
22/11/2019,10,4,12,4/12/2019,30/7/2019,238,8,W7,6.02,3.07,0.509966777,0.490033223,11/9/2019,wet,wet,,
8/11/2019,32,107,14,29/11/2019,23/7/2019,236,8,D7,6.34,0.8,0.126182965,0.873817035,11/9/2019,dry,dry,,
22/11/2019,4,107,14,29/11/2019,23/7/2019,236,8,W7,6.04,1.08,0.178807947,0.821192053,11/9/2019,wet,dry,,
8/11/2019,24,107,15,29/11/2019,23/7/2019,236,8,D7,6.27,0.95,0.151515152,0.848484848,11/9/2019,dry,dry,,
22/11/2019,13,107,15,29/11/2019,23/7/2019,236,8,W7,6.05,1.42,0.234710744,0.765289256,11/9/2019,wet,dry,,
8/11/2019,8,107,16,29/11/2019,23/7/2019,236,8,D7,6.35,0.49,0.077165354,0.922834646,11/9/2019,dry,dry,,
22/11/2019,22,107,16,29/11/2019,23/7/2019,236,8,W7,6.05,0.33,0.054545455,0.945454545,11/9/2019,wet,dry,,
8/11/2019,25,6,18,29/11/2019,23/7/2019,236,8,D7,6.4,3.96,0.61875,0.38125,11/9/2019,dry,wet,,
22/11/2019,26,6,18,29/11/2019,23/7/2019,236,8,W7,6.03,3.53,0.585406302,0.414593698,11/9/2019,wet,wet,,
8/11/2019,33,6,19,29/11/2019,23/7/2019,236,8,D7,6.38,2.76,0.432601881,0.567398119,11/9/2019,dry,wet,,
22/11/2019,32,6,19,29/11/2019,23/7/2019,236,8,W7,6,2.83,0.471666667,0.528333333,11/9/2019,wet,wet,,
8/11/2019,5,6,20,29/11/2019,23/7/2019,236,8,D7,6.41,2.07,0.322932917,0.677067083,11/9/2019,dry,wet,,
22/11/2019,23,6,20,29/11/2019,23/7/2019,236,8,W7,6.03,1.84,0.305140962,0.694859038,11/9/2019,wet,wet,,
8/11/2019,34,405,21,29/11/2019,30/7/2019,243,8,D7,6.32,0.97,0.153481013,0.846518987,11/9/2019,dry,dry,,
22/11/2019,19,405,21,29/11/2019,30/7/2019,243,8,W7,6,0.73,0.121666667,0.878333333,11/9/2019,wet,dry,,
8/11/2019,16,405,23,29/11/2019,30/7/2019,243,8,D7,6.27,0.63,0.100478469,0.899521531,11/9/2019,dry,dry,,
22/11/2019,28,405,23,29/11/2019,30/7/2019,243,8,W7,6,1.27,0.211666667,0.788333333,11/9/2019,wet,dry,,
8/11/2019,11,405,24,29/11/2019,30/7/2019,243,8,D7,6.2,0.41,0.066129032,0.933870968,11/9/2019,dry,dry,,
22/11/2019,3,405,24,29/11/2019,30/7/2019,243,8,W7,6.06,0.62,0.102310231,0.897689769,11/9/2019,wet,dry,,
8/11/2019,35,408,25,29/11/2019,23/7/2019,236,8,D7,6.46,0.85,0.131578947,0.868421053,11/9/2019,dry,dry,,
22/11/2019,27,408,25,29/11/2019,23/7/2019,236,8,W7,6.02,1.09,0.181063123,0.818936877,11/9/2019,wet,dry,,
8/11/2019,22,408,26,29/11/2019,23/7/2019,236,8,D7,6.33,3.07,0.484992101,0.515007899,11/9/2019,dry,dry,,
22/11/2019,25,408,26,29/11/2019,23/7/2019,236,8,W7,6.05,1.25,0.20661157,0.79338843,11/9/2019,wet,dry,,
8/11/2019,10,408,28,29/11/2019,23/7/2019,236,8,D7,6.53,2.21,0.338437979,0.661562021,11/9/2019,dry,dry,,
22/11/2019,33,408,28,29/11/2019,23/7/2019,236,8,W7,6.02,1.56,0.259136213,0.740863787,11/9/2019,wet,dry,,
8/11/2019,9,9,29,29/11/2019,23/7/2019,236,8,D7,6.06,3.87,0.638613861,0.361386139,11/9/2019,dry,wet,,
22/11/2019,1,9,29,29/11/2019,23/7/2019,236,8,W7,6.1,3.42,0.560655738,0.439344262,11/9/2019,wet,wet,,
8/11/2019,6,9,30,29/11/2019,23/7/2019,236,8,D7,6.15,3.4,0.552845528,0.447154472,11/9/2019,dry,wet,,
22/11/2019,34,9,30,29/11/2019,23/7/2019,236,8,W7,6.17,3.5,0.56726094,0.43273906,11/9/2019,wet,wet,,
8/11/2019,17,9,31,29/11/2019,23/7/2019,236,8,D7,6.23,3.42,0.548956661,0.451043339,11/9/2019,dry,wet,,
22/11/2019,31,9,31,29/11/2019,23/7/2019,236,8,W7,6.01,3.57,0.594009983,0.405990017,11/9/2019,wet,wet,,
8/11/2019,12,10,33,4/12/2019,30/7/2019,238,8,D7,6.26,3.91,0.624600639,0.375399361,11/9/2019,dry,wet,,
22/11/2019,30,10,33,4/12/2019,30/7/2019,238,8,W7,6.1,2.73,0.447540984,0.552459016,11/9/2019,wet,wet,,
8/11/2019,14,10,34,4/12/2019,30/7/2019,238,8,D7,6.17,3.11,0.504051864,0.495948136,11/9/2019,dry,wet,,
22/11/2019,21,10,34,4/12/2019,30/7/2019,238,8,W7,6.06,2.83,0.4669967,0.5330033,11/9/2019,wet,wet,,
8/11/2019,29,10,35,4/12/2019,30/7/2019,238,8,D7,6.28,3.44,0.547770701,0.452229299,11/9/2019,dry,wet,,
22/11/2019,36,10,35,4/12/2019,30/7/2019,238,8,W7,6.04,2.08,0.344370861,0.655629139,11/9/2019,wet,wet,,
8/11/2019,15,3,37,4/12/2019,30/7/2019,238,8,D7,6.25,3.25,0.52,0.48,11/9/2019,dry,wet,,
22/11/2019,14,3,37,4/12/2019,30/7/2019,238,8,W7,6.07,2.24,0.369028007,0.630971993,11/9/2019,wet,wet,,
8/11/2019,18,3,38,4/12/2019,30/7/2019,238,8,D7,6.36,2.7,0.424528302,0.575471698,11/9/2019,dry,wet,,
22/11/2019,12,3,38,4/12/2019,30/7/2019,238,8,W7,6.06,2.73,0.45049505,0.54950495,11/9/2019,wet,wet,,
